Ensembl Gene ID	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000185220	1	249200395	249214145
ENSG00000167757	19	51525472	51531295
ENSG00000131069	20	33459949	33515769
ENSG00000143537	1	155023042	155035252
ENSG00000223972	1	11869	14412
ENSG00000256657	12	11348987	11349908
ENSG00000256373	12	11365126	11404303
ENSG00000146352	6	123317116	123394072
ENSG00000075461	17	64961026	65029514
ENSG00000186442	12	53183469	53189901
ENSG00000163527	3	31574130	31679112
ENSG00000136205	7	47314752	47622156
ENSG00000251247	19	37341263	37403931
ENSG00000255790	12	11552315	11639612
ENSG00000185610	12	45408455	45444882
ENSG00000225691	HSCHR6_MHC_MCF	31313666	31317037
ENSG00000196570	5	176827108	176827637
ENSG00000119242	12	124403207	124457378
ENSG00000067208	1	92974253	93257961
ENSG00000130939	1	10092890	10241297
ENSG00000227232	1	14363	29806
ENSG00000109184	4	52709166	52783003
ENSG00000067113	5	54720682	54830878
ENSG00000175595	16	14014014	14046202
ENSG00000227402	HSCHR6_MHC_MANN	33322141	33326135
ENSG00000182866	1	32716840	32751766
ENSG00000170477	12	53200333	53208335
ENSG00000187479	11	43946892	43965888
ENSG00000135686	16	84682131	84701292
ENSG00000233999	2	87565634	87566158
ENSG00000178597	4	7432022	7436700
ENSG00000125551	2	88047606	88058312
ENSG00000205126	11	44069531	44081527
ENSG00000243485	1	29554	31109
ENSG00000196083	3	190231840	190375843
ENSG00000163645	3	150377672	150421758
ENSG00000128594	7	127667124	127672160
ENSG00000185869	19	37379026	37407193
ENSG00000237613	1	34554	36081
ENSG00000186439	6	123537483	123958238
ENSG00000228357	HSCHR6_MHC_MANN	33326338	33328531
ENSG00000159307	22	43593289	43739394
ENSG00000268020	1	52473	54936
ENSG00000240361	1	62948	63887
ENSG00000174697	7	127881337	127897681
ENSG00000238009	1	89295	133566
ENSG00000204305	6	32148745	32152101
ENSG00000123999	2	220433884	220440435
ENSG00000122406	1	93297582	93307481
ENSG00000125124	16	56500748	56554195
ENSG00000239945	1	89551	91105
ENSG00000233750	1	131025	134836
ENSG00000196526	4	7760441	7941653
ENSG00000164304	6	7326889	7389976
ENSG00000177119	12	45609770	45834187
ENSG00000268903	1	135141	135895
ENSG00000269981	1	137682	137965
ENSG00000239906	1	139790	140339
ENSG00000235107	HSCHR6_MHC_MANN	33330195	33334422
ENSG00000241860	1	141474	173862
ENSG00000214708	17	30468245	30470154
ENSG00000259571	11	121986062	121986923
ENSG00000222623	1	157784	157887
ENSG00000241599	1	160446	161525
ENSG00000110455	11	44087475	44105772
ENSG00000004846	7	20654830	20816658
ENSG00000123561	X	105277197	105282729
ENSG00000228463	1	227615	267253
ENSG00000257187	HSCHR6_MHC_SSTO	31545597	31546661
ENSG00000185304	2	88055474	88285309
ENSG00000241670	1	228292	228775
ENSG00000154127	11	122526383	122685181
ENSG00000106344	7	127937738	127983962
ENSG00000228919	4	7940728	7942022
ENSG00000237094	1	317720	453948
ENSG00000157502	X	105412298	105452949
ENSG00000159556	15	76629065	76634817
ENSG00000055955	3	52846991	52865495
ENSG00000223833	HSCHR6_MHC_SSTO	31546616	31550705
ENSG00000154511	1	93307724	93427057
ENSG00000186260	16	14165178	14360630
ENSG00000103194	16	84733584	84813528
ENSG00000250575	1	326096	328112
ENSG00000233653	1	329431	332236
ENSG00000224813	1	334126	334305
ENSG00000269732	1	379105	379467
ENSG00000256186	1	450820	450910
ENSG00000214167	17	65027509	65028198
ENSG00000236601	1	453633	460480
ENSG00000108878	17	65040706	65052909
ENSG00000236743	1	459656	461954
ENSG00000144589	2	220462582	220481173
ENSG00000232126	HSCHR6_MHC_MCF	31398032	31401418
ENSG00000236679	1	470971	471355
ENSG00000177058	5	54921673	55069022
ENSG00000237303	12	11634317	11634590
ENSG00000231709	1	521369	523833
ENSG00000160877	19	13228917	13251955
ENSG00000270863	12	11665657	11667070
ENSG00000235146	1	523009	530148
ENSG00000256237	12	11694329	11708772
ENSG00000131187	5	176829141	176836577
ENSG00000239664	1	529833	532878
ENSG00000166090	14	23842018	23845612
ENSG00000054938	11	74407474	74442430
ENSG00000257981	HSCHR6_MHC_MANN	33355728	33367637
ENSG00000230021	1	536816	659930
ENSG00000147231	X	105855160	105922672
ENSG00000186474	19	51532348	51538486
ENSG00000223659	1	562757	564390
ENSG00000223618	HSCHR6_MHC_MANN	33371956	33373655
ENSG00000225972	1	564442	564813
ENSG00000225630	1	565020	566063
ENSG00000237973	1	566454	567996
ENSG00000229344	1	568137	568818
ENSG00000240409	1	568915	569121
ENSG00000248527	1	569076	569756
ENSG00000116478	1	32757687	32799236
ENSG00000273285	HSCHR6_MHC_MANN	28743697	28743804
ENSG00000198744	1	569756	570302
ENSG00000273083	HSCHR6_MHC_MANN	28751414	28751785
ENSG00000268663	1	610222	610645
ENSG00000273120	HSCHR6_MHC_MANN	28763753	28763816
ENSG00000229376	1	657472	660283
ENSG00000096746	10	70090931	70102948
ENSG00000273040	HSCHR6_MHC_MANN	28805650	28806787
ENSG00000224956	1	661611	663527
ENSG00000273200	HSCHR6_MHC_MANN	28827406	28831131
ENSG00000235373	1	677193	685396
ENSG00000273286	HSCHR6_MHC_MANN	28829197	28829828
ENSG00000223181	1	693613	693716
ENSG00000240618	1	694412	700305
ENSG00000104915	19	13254872	13261197
ENSG00000166091	14	23846017	23848981
ENSG00000264777	HSCHR6_MHC_MANN	28883427	28883526
ENSG00000229905	1	696291	697369
ENSG00000226462	HSCHR6_MHC_MANN	28936915	28938245
ENSG00000228327	1	700237	714006
ENSG00000265326	HSCHR6_MHC_MANN	28945258	28945553
ENSG00000233035	HSCHR6_MHC_MANN	28953985	28955266
ENSG00000257670	HSCHR6_MHC_SSTO	31551176	31658141
ENSG00000240111	HSCHR6_MHC_MANN	28954582	28956318
ENSG00000144488	2	239008798	239041928
ENSG00000187607	17	15602891	15640874
ENSG00000237491	1	714150	745440
ENSG00000132530	17	6658766	6678966
ENSG00000167759	19	51559463	51568371
ENSG00000147642	8	110586207	110704020
ENSG00000166439	11	74459913	74553458
ENSG00000198265	17	65066554	65242105
ENSG00000235588	HSCHR6_MHC_SSTO	31572910	31574747
ENSG00000230092	1	736259	745541
ENSG00000102891	16	56598961	56602869
ENSG00000250091	12	124410971	124419531
ENSG00000115268	19	1438358	1440583
ENSG00000240453	1	745489	753092
ENSG00000177757	1	752751	755214
ENSG00000225880	1	761586	762902
ENSG00000160888	19	13261229	13265722
ENSG00000198000	9	95059640	95087918
ENSG00000109943	11	122709208	122743347
ENSG00000140386	15	76640526	77197785
ENSG00000198453	19	37407231	37489602
ENSG00000228794	1	762988	794826
ENSG00000143033	1	93544792	93604638
ENSG00000087250	16	56622986	56625000
ENSG00000113140	5	151040657	151066726
ENSG00000165525	14	50249997	50319921
ENSG00000179195	12	124456392	124499986
ENSG00000205268	8	66629745	66754557
ENSG00000232781	HSCHR6_MHC_MANN	28994461	28995388
ENSG00000230368	1	803451	812283
ENSG00000233019	HSCHR6_MHC_MANN	29039604	29040379
ENSG00000268798	19	1440838	1441937
ENSG00000185640	12	53215194	53228079
ENSG00000152359	5	74969949	75013313
ENSG00000227529	HSCHR6_MHC_MANN	29044353	29044948
ENSG00000234711	1	808672	809729
ENSG00000144645	3	31699382	32119072
ENSG00000225441	HSCHR6_MHC_MANN	29068731	29069669
ENSG00000272438	1	840214	851356
ENSG00000230699	1	846815	850328
ENSG00000231960	HSCHR6_MHC_MANN	29091992	29096689
ENSG00000241180	1	849551	850351
ENSG00000186732	22	43807202	43903728
ENSG00000223764	1	852245	856396
ENSG00000109944	11	122753391	122830506
ENSG00000272512	1	931346	933431
ENSG00000106400	7	100860949	100867471
ENSG00000231702	1	943456	943609
ENSG00000224969	1	947377	948573
ENSG00000242590	1	990413	991496
ENSG00000170423	12	53231588	53242876
ENSG00000213390	10	98978996	99052413
ENSG00000141371	17	58469790	58508782
ENSG00000221128	12	11694857	11694979
ENSG00000217801	1	995114	1004735
ENSG00000251747	12	11699413	11699474
ENSG00000247157	12	11700964	11743303
ENSG00000079841	6	72596406	73112845
ENSG00000198055	5	176830205	176869902
ENSG00000151491	12	15773092	16035263
ENSG00000197050	19	37498759	37621216
ENSG00000188909	11	122848278	122852428
ENSG00000198134	12	12264097	12264423
ENSG00000242405	12	12308196	12308706
ENSG00000151348	11	44117099	44266979
ENSG00000199551	12	12379608	12379711
ENSG00000166435	11	74518784	74660245
ENSG00000270857	12	12401925	12402361
ENSG00000177556	5	151121877	151152093
ENSG00000207010	12	12442161	12442263
ENSG00000273443	1	997588	998668
ENSG00000243141	12	12491710	12492188
ENSG00000106404	7	100875373	100882101
ENSG00000223823	1	1072397	1079436
ENSG00000271370	12	12605037	12605415
ENSG00000207730	1	1102484	1102578
ENSG00000255670	12	12638287	12644515
ENSG00000207607	1	1103243	1103332
ENSG00000240424	12	12721135	12721710
ENSG00000198976	1	1104385	1104467
ENSG00000062725	17	58520520	58603580
ENSG00000272141	1	1104737	1105723
ENSG00000205231	1	1108436	1114935
ENSG00000267360	19	37583921	37701414
ENSG00000260179	1	1185157	1186714
ENSG00000230415	1	1210603	1215800
ENSG00000158435	2	101869264	101886778
ENSG00000240731	1	1252961	1254069
ENSG00000223663	1	1314046	1314412
ENSG00000115266	19	1446300	1473243
ENSG00000264293	1	1340841	1341132
ENSG00000111727	12	104458235	104498639
ENSG00000272455	1	1344476	1345998
ENSG00000225905	1	1355625	1358071
ENSG00000225285	1	1365919	1369953
ENSG00000188993	4	52859868	52883786
ENSG00000271215	12	12767293	12768841
ENSG00000215791	1	1497726	1499904
ENSG00000264507	HSCHR10_1_CTG2	27604049	27604155
ENSG00000236684	1	1515136	1515379
ENSG00000257004	12	12821916	12838009
ENSG00000262361	HSCHR10_1_CTG2	27671730	27671836
ENSG00000172086	2	88326724	88355248
ENSG00000256658	12	12876231	12876945
ENSG00000272106	1	1549138	1551175
ENSG00000207983	12	12917583	12917677
ENSG00000272004	1	1590786	1594063
ENSG00000270296	12	12924285	12924639
ENSG00000198189	4	88257762	88312538
ENSG00000242329	12	12993738	12994013
ENSG00000269737	1	1603429	1604850
ENSG00000241352	12	13003916	13004674
ENSG00000269227	1	1604714	1605836
ENSG00000163995	4	7967039	8160559
ENSG00000215914	1	1631369	1633249
ENSG00000169777	5	9629109	9712490
ENSG00000146112	6	30644166	30655672
ENSG00000178882	12	124457788	124800570
ENSG00000163069	4	52886872	52904648
ENSG00000057019	3	98514785	98620533
ENSG00000234498	12	13028433	13029044
ENSG00000207817	12	13068763	13068852
ENSG00000100983	20	33516236	33543620
ENSG00000126858	17	30469473	30580393
ENSG00000117500	1	93615299	93646285
ENSG00000168427	2	239047363	239061588
ENSG00000103196	16	84853590	84954374
ENSG00000129437	19	51580752	51587502
ENSG00000247498	12	13080660	13137579
ENSG00000268575	1	1634175	1669127
ENSG00000267772	17	58641908	58663984
ENSG00000186976	22	43924624	44208217
ENSG00000197616	14	23851199	23877486
ENSG00000227775	1	1655951	1668690
ENSG00000142544	19	51600863	51611627
ENSG00000001630	7	91741465	91772266
ENSG00000145907	5	151150606	151192346
ENSG00000178752	2	239067623	239077541
ENSG00000231050	1	1822910	1824097
ENSG00000196834	2	131217028	131267239
ENSG00000233542	1	1944652	1946969
ENSG00000170836	17	58677544	58741849
ENSG00000226969	1	1980642	1981509
ENSG00000150756	5	10226442	10250009
ENSG00000271806	1	2072523	2076718
ENSG00000170502	4	88343734	88380606
ENSG00000182873	1	2113233	2115828
ENSG00000129450	19	51628165	51639908
ENSG00000243558	1	2143610	2144013
ENSG00000188312	9	95087766	95382815
ENSG00000234396	1	2143962	2152177
ENSG00000272161	1	2257640	2258132
ENSG00000152093	2	131278770	131285579
ENSG00000269896	1	2281853	2284259
ENSG00000238240	1	2283083	2283296
ENSG00000133135	X	105937024	106040223
ENSG00000272420	1	2294500	2295067
ENSG00000271921	1	2306292	2306792
ENSG00000271847	1	2309056	2309799
ENSG00000178642	1	2316811	2319922
ENSG00000224387	1	2423739	2424697
ENSG00000229393	1	2424876	2425918
ENSG00000272449	1	2477904	2478899
ENSG00000115593	2	88367299	88412906
ENSG00000164651	7	20823906	20826505
ENSG00000214253	7	100882739	100895597
ENSG00000238164	1	2481359	2488470
ENSG00000163162	2	101887681	101925163
ENSG00000168995	19	51645556	51656783
ENSG00000132323	2	239079042	239112370
ENSG00000225931	1	2497849	2501327
ENSG00000170421	12	53290977	53343738
ENSG00000078814	20	33563206	33590240
ENSG00000228037	1	2512999	2515972
ENSG00000140694	16	14529558	14726585
ENSG00000106809	9	95146249	95166978
ENSG00000237058	1	2564007	2568059
ENSG00000233234	1	2728415	2729257
ENSG00000105866	7	21467652	21554440
ENSG00000109971	11	122928197	122933938
ENSG00000231630	1	2730997	2731563
ENSG00000196967	19	37597636	37663643
ENSG00000114650	3	47455203	47518616
ENSG00000137404	6	30655824	30659197
ENSG00000131469	17	41150290	41154976
ENSG00000177133	1	2976179	2985001
ENSG00000256011	12	13115234	13116473
ENSG00000221611	12	13124987	13125077
ENSG00000165861	14	73436159	73493920
ENSG00000255621	12	13153385	13193613
ENSG00000183935	12	13152812	13155768
ENSG00000163071	4	52917497	52963458
ENSG00000243129	12	13174194	13174540
ENSG00000052850	11	44281994	44331716
ENSG00000256761	1	2978523	2978959
ENSG00000226286	1	3049491	3050273
ENSG00000272235	1	3223200	3226660
ENSG00000272088	1	3403810	3404191
ENSG00000207776	1	3477259	3477354
ENSG00000127083	9	95176527	95186743
ENSG00000238260	1	3539754	3541307
ENSG00000114867	3	184032283	184053146
ENSG00000152583	4	88394487	88452213
ENSG00000227589	1	3575502	3585336
ENSG00000235131	1	3628764	3630862
ENSG00000141837	19	13317256	13734804
ENSG00000227372	1	3652548	3663900
ENSG00000178927	17	80400465	80408705
ENSG00000184761	2	131296668	131307456
ENSG00000266075	1	3699379	3699673
ENSG00000238289	HSCHR6_MHC_MCF	31542228	31555259
ENSG00000272153	1	3701572	3702102
ENSG00000264428	1	3800628	3800697
ENSG00000245680	19	37672481	37709055
ENSG00000117906	15	77223960	77242601
ENSG00000236423	1	3816936	3833789
ENSG00000183292	2	131328402	131341734
ENSG00000106819	9	95218487	95244788
ENSG00000233304	1	4000673	4015322
ENSG00000188580	6	124125286	125146803
ENSG00000226374	1	4007209	4009040
ENSG00000229280	1	4235588	4235959
ENSG00000085117	11	44585977	44641913
ENSG00000165879	10	99079022	99081672
ENSG00000235054	1	4472111	4484747
ENSG00000189079	12	46123448	46301823
ENSG00000150753	5	10250033	10266524
ENSG00000227169	1	4611795	4612205
ENSG00000221845	7	47694842	47701246
ENSG00000232596	1	4631608	4643481
ENSG00000231510	1	5146519	5150959
ENSG00000054523	1	10270863	10441661
ENSG00000269020	HSCHR6_MHC_MCF	31560862	31561338
ENSG00000260972	1	5553038	5554734
ENSG00000136698	2	131350339	131357123
ENSG00000264341	1	5624131	5624203
ENSG00000236948	1	5647428	5728355
ENSG00000228662	HSCHR6_MHC_MCF	31572848	31574363
ENSG00000216045	1	5875931	5876019
ENSG00000264101	1	5922732	5922801
ENSG00000266687	1	5953899	5953984
ENSG00000131188	5	176873446	176883283
ENSG00000226944	1	6264900	6265840
ENSG00000181788	3	150458914	150481264
ENSG00000225077	1	6296300	6299504
ENSG00000119559	19	1461142	1479555
ENSG00000271746	1	6453615	6454451
ENSG00000265392	1	6489894	6489956
ENSG00000231868	1	6503094	6507066
ENSG00000122483	1	93645476	93744287
ENSG00000253022	1	6600914	6601024
ENSG00000130055	X	69642881	69653240
ENSG00000181274	10	99092255	99094458
ENSG00000229519	1	6607965	6608679
ENSG00000214237	3	150588832	150612089
ENSG00000153786	16	85007787	85045141
ENSG00000228750	1	6784697	6790072
ENSG00000175130	1	32799433	32801980
ENSG00000152591	4	88529681	88538062
ENSG00000239166	1	6812779	6812881
ENSG00000237436	1	6843952	6844903
ENSG00000136273	7	47735328	48019178
ENSG00000227950	1	6894393	6894678
ENSG00000133138	X	106045910	106119375
ENSG00000106823	9	95256365	95298937
ENSG00000237365	1	7068436	7074339
ENSG00000207056	1	7279420	7279584
ENSG00000162526	1	32817122	32829913
ENSG00000237402	1	7429003	7430331
ENSG00000105877	7	21582833	21941457
ENSG00000130540	22	44220389	44258398
ENSG00000260234	3	150600784	150659530
ENSG00000237728	1	7442548	7449814
ENSG00000225126	1	7501156	7501614
ENSG00000270171	1	7753184	7754904
ENSG00000152592	4	88571459	88585513
ENSG00000270035	1	7758363	7758932
ENSG00000146373	6	125283691	125413779
ENSG00000269978	1	7760764	7761030
ENSG00000269925	1	7836443	7836835
ENSG00000240720	7	91741473	91808845
ENSG00000236266	1	7870302	7887402
ENSG00000225828	1	32826871	32829879
ENSG00000270330	1	8002432	8002786
ENSG00000248050	8	110656344	110660313
ENSG00000200344	1	8042941	8043043
ENSG00000238290	1	8086798	8182762
ENSG00000232848	1	8117305	8118523
ENSG00000163646	3	150643950	150690786
ENSG00000229305	1	8249884	8252830
ENSG00000105383	19	51728320	51747115
ENSG00000201476	12	13593818	13593935
ENSG00000164794	8	110975874	110988076
ENSG00000201909	12	13612604	13612710
ENSG00000065371	3	123687368	123711025
ENSG00000200975	1	8266494	8266657
ENSG00000256306	12	13679788	13700516
ENSG00000227634	1	8268732	8275270
ENSG00000243696	3	52847298	52869745
ENSG00000233645	1	8278250	8280589
ENSG00000252445	12	13740814	13740918
ENSG00000168081	8	28174503	28200872
ENSG00000188283	19	37708828	37734828
ENSG00000200475	12	13836476	13836820
ENSG00000265414	1	8335184	8335438
ENSG00000114923	2	220492049	220506702
ENSG00000256346	12	14322680	14322811
ENSG00000251977	1	8352217	8352323
ENSG00000252254	1	8388127	8388239
ENSG00000227760	12	14344936	14345218
ENSG00000177294	17	6679542	6700420
ENSG00000029559	4	88720733	88733074
ENSG00000232912	1	8484705	8494898
ENSG00000115257	19	1481427	1490751
ENSG00000127080	9	95375466	95432547
ENSG00000221083	1	8571854	8571978
ENSG00000270282	1	8572712	8573080
ENSG00000243364	1	155036207	155042029
ENSG00000140368	15	77285700	77329673
ENSG00000234619	1	8810489	8811146
ENSG00000224315	1	8846270	8846972
ENSG00000222511	1	8856633	8856731
ENSG00000147570	8	66933795	67012751
ENSG00000138166	10	112257596	112271302
ENSG00000226545	1	8858534	8859565
ENSG00000124784	6	7389729	7418270
ENSG00000178568	2	212240446	213403565
ENSG00000228423	1	8865919	8867110
ENSG00000023734	12	16035325	16056412
ENSG00000229716	1	8891066	8891434
ENSG00000236269	1	8935847	8938066
ENSG00000230679	1	8938894	8939953
ENSG00000167858	17	6692452	6735080
ENSG00000179213	19	51749603	51772584
ENSG00000201725	1	8943486	8943592
ENSG00000158683	7	47814250	47988088
ENSG00000238249	1	8953468	8954210
ENSG00000186918	8	28203102	28260218
ENSG00000232208	1	8967452	8967803
ENSG00000232663	1	8969801	8969963
ENSG00000265141	1	9039637	9039933
ENSG00000252404	1	9142755	9142938
ENSG00000207865	1	9211727	9211836
ENSG00000228526	1	9242066	9262678
ENSG00000234546	1	9242263	9252148
ENSG00000252841	1	9338450	9338592
ENSG00000252956	1	9497728	9497837
ENSG00000224940	7	127990379	128001739
ENSG00000235263	1	9561151	9563530
ENSG00000117505	1	93811445	93835055
ENSG00000272573	3	52867130	52869235
ENSG00000231181	1	9636485	9637043
ENSG00000233268	1	9720886	9722684
ENSG00000185963	9	95473645	95527094
ENSG00000269049	16	14564842	14565054
ENSG00000231789	1	9732484	9747613
ENSG00000266749	12	14366028	14366299
ENSG00000256084	12	14369524	14374231
ENSG00000271264	1	9840880	9841298
ENSG00000248592	3	52867137	52931578
ENSG00000255763	12	14390025	14390255
ENSG00000223989	1	9908376	9910212
ENSG00000113758	5	176883609	176901402
ENSG00000228150	1	10002981	10010032
ENSG00000202415	1	10007376	10007694
ENSG00000265521	1	10027439	10027516
ENSG00000241326	1	10043199	10044626
ENSG00000109189	4	53457138	53525502
ENSG00000225786	1	10078085	10078592
ENSG00000118363	11	74660292	74690076
ENSG00000224340	1	10114503	10114839
ENSG00000128581	7	100956975	100965104
ENSG00000233623	1	10118729	10119706
ENSG00000143590	1	155036224	155060014
ENSG00000125148	16	56642111	56643409
ENSG00000144893	3	150803484	151154860
ENSG00000157570	11	44748015	44953972
ENSG00000201746	1	10223326	10223432
ENSG00000255104	17	15603006	15648092
ENSG00000264881	1	10287776	10287861
ENSG00000181666	19	37803739	37860267
ENSG00000199562	1	10359024	10359130
ENSG00000264501	1	10366523	10366813
ENSG00000265945	1	10450059	10450353
ENSG00000214050	8	28205804	28347835
ENSG00000271989	1	10489938	10490734
ENSG00000203469	1	10518612	10519395
ENSG00000197170	17	65334032	65362743
ENSG00000243267	1	10676893	10677170
ENSG00000272078	1	10699298	10714390
ENSG00000108055	10	112327449	112364394
ENSG00000225158	1	10955818	10956055
ENSG00000103429	16	14726672	14763093
ENSG00000215785	1	11051035	11051854
ENSG00000169715	16	56659387	56661024
ENSG00000264181	1	11058233	11058320
ENSG00000092054	14	23881947	23904927
ENSG00000207213	1	11059919	11060002
ENSG00000271895	1	11089716	11090585
ENSG00000127081	9	95607874	95640304
ENSG00000226849	1	11128528	11133154
ENSG00000230337	1	11159732	11162157
ENSG00000234852	HSCHR6_MHC_DBB	31849569	31851954
ENSG00000225602	1	11203955	11209594
ENSG00000268317	16	56662971	56666150
ENSG00000253086	1	11212407	11212509
ENSG00000251246	1	155036224	155059283
ENSG00000257600	HSCHR6_MHC_DBB	31860976	31861221
ENSG00000271794	1	11229564	11229670
ENSG00000160058	1	32830704	32860332
ENSG00000207451	1	11286311	11286417
ENSG00000205364	16	56666145	56667898
ENSG00000238173	1	11293020	11293169
ENSG00000142549	19	51815102	51833608
ENSG00000238199	1	11338673	11339408
ENSG00000163832	3	47537130	47555251
ENSG00000196498	12	124808961	125052135
ENSG00000224338	1	11485314	11485878
ENSG00000235643	1	11669588	11673412
ENSG00000135355	6	90604188	90605839
ENSG00000177553	1	11837134	11839676
ENSG00000205362	16	56672578	56673999
ENSG00000162139	11	74699179	74729938
ENSG00000215067	17	6779954	6915668
ENSG00000242349	1	11901074	11908136
ENSG00000115255	19	1491165	1497926
ENSG00000175874	2	101962013	102004057
ENSG00000186235	2	239133193	239140318
ENSG00000224904	1	11937827	11940463
ENSG00000199347	1	11968209	11968328
ENSG00000186806	19	51834790	51845378
ENSG00000201801	1	11969865	11969984
ENSG00000270914	1	12077273	12077365
ENSG00000169688	16	56685811	56687116
ENSG00000202461	1	12084069	12084181
ENSG00000243539	1	12096799	12097071
ENSG00000251908	12	14403166	14403275
ENSG00000201135	1	12137938	12138041
ENSG00000255749	12	14407846	14408160
ENSG00000227875	1	12140350	12140604
ENSG00000265119	12	14464277	14464549
ENSG00000052749	10	99116115	99161127
ENSG00000263676	1	12251770	12251830
ENSG00000100991	20	33590207	33680674
ENSG00000171561	11	74799758	74800799
ENSG00000244573	12	14509776	14518437
ENSG00000225196	1	12280851	12281166
ENSG00000069764	16	14766405	14788526
ENSG00000252969	1	12281205	12281328
ENSG00000239149	1	12567300	12567451
ENSG00000255649	12	14683085	14686163
ENSG00000169242	1	155099936	155107333
ENSG00000229484	1	12587766	12588462
ENSG00000200830	12	14706636	14706904
ENSG00000221340	1	12630000	12630100
ENSG00000198417	16	56691606	56694610
ENSG00000137942	1	93913688	94020218
ENSG00000256751	12	14720684	14772689
ENSG00000272482	1	12678906	12679250
ENSG00000119714	14	91698876	91720269
ENSG00000147573	8	67039131	67087720
ENSG00000226166	1	12752925	12753036
ENSG00000238771	1	12799693	12799796
ENSG00000228338	1	12882549	12883022
ENSG00000112182	6	90636248	91006627
ENSG00000269832	14	50291993	50293258
ENSG00000241534	HSCHR6_MHC_DBB	31895618	31902052
ENSG00000231103	1	12897978	12901210
ENSG00000197502	14	50300810	50311552
ENSG00000105379	19	51848423	51869672
ENSG00000207434	1	12982374	12982480
ENSG00000162869	2	48667737	48742525
ENSG00000165527	14	50359810	50361490
ENSG00000234064	1	12985990	12988081
ENSG00000250894	1	13012966	13015755
ENSG00000135709	16	85061375	85127836
ENSG00000270601	1	13108842	13112679
ENSG00000108839	17	6899384	6914055
ENSG00000125144	16	56700643	56701977
ENSG00000082458	X	69664711	69725337
ENSG00000214900	14	50448430	50474238
ENSG00000250113	1	13123246	13126086
ENSG00000127084	9	95709733	95798518
ENSG00000196460	2	102013823	102091165
ENSG00000204505	1	13140456	13145000
ENSG00000229496	HSCHR6_MHC_MCF	31574350	31590705
ENSG00000233336	1	13146777	13147256
ENSG00000197385	3	32023263	32033120
ENSG00000168260	14	50550369	50559361
ENSG00000185761	19	1505017	1513603
ENSG00000205358	16	56703726	56705041
ENSG00000153789	16	85131965	85146114
ENSG00000001631	7	91828283	91875480
ENSG00000152642	3	32147181	32210205
ENSG00000214772	12	14818589	14910897
ENSG00000261324	12	14915438	14920865
ENSG00000187193	16	56716336	56718108
ENSG00000100483	14	50575350	50583318
ENSG00000256339	12	14994026	14997642
ENSG00000111907	6	125440195	125585553
ENSG00000144810	3	99357319	99518070
ENSG00000255727	12	15154767	15159617
ENSG00000262601	16	85204882	85218969
ENSG00000261567	16	85391069	85393055
ENSG00000166250	11	122943035	123065989
ENSG00000145888	5	151202074	151304403
ENSG00000226887	4	53588785	53617807
ENSG00000128045	4	53728457	53733000
ENSG00000258875	14	91709103	91717426
ENSG00000137491	11	74811608	74917594
ENSG00000170293	3	32280171	32411817
ENSG00000254667	11	123301058	123306427
ENSG00000175274	11	44907454	44972840
ENSG00000212884	GL000205.1	117169	119085
ENSG00000206750	GL000205.1	81439	81539
ENSG00000215705	GL000205.1	122920	123169
ENSG00000221666	GL000205.1	136235	136317
ENSG00000221397	GL000205.1	138777	138857
ENSG00000266596	GL000205.1	139016	139098
ENSG00000265703	GL000205.1	144571	144653
ENSG00000220994	GL000205.1	152040	152122
ENSG00000221692	GL000205.1	164643	164725
ENSG00000224712	16	14802801	14820195
ENSG00000221570	GL000205.1	165363	165438
ENSG00000114646	3	47603729	47622282
ENSG00000263455	GL000205.1	168185	168260
ENSG00000157303	9	95820989	95847420
ENSG00000153551	3	32433163	32524559
ENSG00000088298	20	33703167	33865928
ENSG00000106348	7	128032331	128050306
ENSG00000184178	4	53739149	54232242
ENSG00000254852	16	14841923	14859270
ENSG00000104290	8	28351729	28431775
ENSG00000137936	1	94027347	94312706
ENSG00000136275	7	47834889	47859445
ENSG00000015133	14	91737667	91884188
ENSG00000165233	9	95858500	95875565
ENSG00000269403	19	51853627	51871353
ENSG00000091317	3	32522804	32544900
ENSG00000131149	16	85645015	85709810
ENSG00000144485	2	239146908	239149303
ENSG00000160318	19	51870352	51872257
ENSG00000011566	2	39476407	39664453
ENSG00000169241	1	155107820	155111329
ENSG00000131669	9	95883771	95896570
ENSG00000135341	6	91223292	91296764
ENSG00000105374	19	51874860	51875969
ENSG00000102900	16	56764017	56878797
ENSG00000213533	3	52870235	52931612
ENSG00000012232	8	28457986	28613116
ENSG00000222038	2	131369054	131415664
ENSG00000103512	16	14927538	14990017
ENSG00000023171	11	123396344	123498482
ENSG00000164744	7	48026745	48068716
ENSG00000173302	2	131486643	131487909
ENSG00000105370	19	51883163	51891214
ENSG00000133131	X	106057101	106243474
ENSG00000144635	3	32567463	32612366
ENSG00000144285	2	166845670	166984523
ENSG00000100341	22	44275558	44287893
ENSG00000067334	1	94333373	94345474
ENSG00000160963	7	101006101	101202304
ENSG00000178171	2	131513008	131525707
ENSG00000142657	1	10458649	10480201
ENSG00000189164	19	37861963	37883968
ENSG00000204130	10	70100864	70167051
ENSG00000140391	15	77336359	77376326
ENSG00000030419	2	213864429	214017151
ENSG00000019485	11	45115564	45247734
ENSG00000023909	1	94350761	94374966
ENSG00000132911	5	151771093	151812929
ENSG00000164796	8	113235157	114449328
ENSG00000100344	22	44319619	44360368
